,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,cluster
23245,23246,260000,2,3,1,38,-1,-1,-1,-1,-1,-1,1973,1973,1973,6746,1973,1973,1973,1973,6746,1973,1973,3733,0,3.0
23249,23250,270000,2,2,1,37,-1,-1,-2,-1,-1,-1,304,-22,-348,326,326,304,0,0,1000,326,304,0,0,3.0
23252,23253,290000,2,1,1,33,2,0,0,2,2,2,88176,21956,24815,24120,25218,24855,1354,3213,0,1616,0,724,1,3.0
23254,23255,360000,2,1,1,43,-1,0,0,0,0,-2,17412,18455,19245,18370,0,0,1328,1637,5000,0,0,0,0,3.0
23255,23256,260000,2,3,2,40,0,-1,-1,-2,-2,-2,260,3000,0,0,0,0,3000,0,0,0,0,0,0,3.0
23257,23258,290000,2,2,2,38,-2,-2,-2,-1,0,0,0,130,0,24756,25147,25685,130,0,24756,899,942,927,0,3.0
23262,23263,250000,2,1,2,44,-1,-1,-2,-2,-1,-1,891,-33,-33,-33,267,144,0,0,0,300,144,0,0,3.0
23264,23265,540000,2,1,2,37,0,0,-1,-1,-1,0,4696,6579,1464,-2800,13916,12517,2033,1485,16,20016,2016,2019,0,3.0
23266,23267,440000,2,2,1,39,0,0,0,0,0,0,58639,66698,43399,44534,25341,20000,30000,2000,24534,5000,20000,20839,0,3.0
23269,23270,230000,2,2,1,35,0,0,0,0,0,-2,68755,35137,34305,22752,5123,0,1607,4305,1000,5123,0,2810,0,3.0
23271,23272,290000,2,4,1,49,-1,-1,-2,-2,-2,-1,3950,0,0,1085,445,145,0,0,1085,447,145,247,0,3.0
23279,23280,360000,2,2,1,37,-2,-2,-2,-2,-2,-2,10072,7728,2344,9536,9043,0,7728,2344,9536,9043,0,2909,0,3.0
23280,23281,250000,2,2,1,36,0,0,0,0,0,0,107476,87000,48162,48803,41207,34792,5143,10025,10074,10049,10076,10012,0,3.0
23284,23285,290000,2,3,1,49,0,0,-2,-1,0,-1,52894,0,0,44777,26201,2780,21560,0,44777,0,5560,6420,0,3.0
23299,23300,340000,2,3,1,32,0,-1,0,0,0,0,11049,57301,59375,60216,59842,46882,57301,3000,2600,1000,1817,11022,0,3.0
23300,23301,340000,2,2,1,33,-2,-1,0,-1,0,0,1632,3121,44092,31292,17391,21678,2027,39774,43325,5000,10000,10079,0,3.0
23308,23309,390000,2,2,1,32,-1,-1,-1,-1,-1,0,2075,0,682,10943,9942,11168,0,682,11130,9942,6600,1000,0,3.0
23312,23313,300000,2,4,1,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23314,23315,270000,2,1,2,33,0,0,0,0,0,0,68589,58751,53401,51401,36177,29209,6000,2028,5010,5000,5000,3000,0,3.0
23317,23318,300000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23321,23322,280000,2,2,1,34,-2,-2,-2,-2,-2,-2,6398,8321,12798,3581,10310,11717,8331,12805,3587,10361,11734,8800,0,3.0
23324,23325,270000,2,1,1,42,-1,-1,-1,0,0,0,1870,0,8091,8350,8350,0,0,8091,1000,0,0,0,0,3.0
23329,23330,240000,2,1,2,35,-2,-2,-2,-2,-2,-2,5757,2904,24671,2249,4505,11859,3242,24685,3535,4505,11859,12000,0,3.0
23332,23333,260000,2,1,1,38,-2,-2,-1,-1,-2,-2,629,622,3074,0,688,2605,625,3084,691,0,2613,378,1,3.0
23334,23335,500000,2,1,1,36,-2,-2,-2,-2,-2,-2,8561,682,15714,5390,43386,0,1364,15714,5390,43386,0,0,1,3.0
23335,23336,320000,2,2,2,34,0,0,-1,-1,-1,-1,1800,0,312,311,311,8571,0,312,311,311,8571,4204,0,3.0
23337,23338,300000,2,2,2,43,-2,-2,-2,-2,-2,-2,2936,1669,743,3040,1927,14713,1676,743,3047,1927,14713,159,0,3.0
23345,23346,500000,2,1,1,33,-2,-2,-2,-2,-2,-2,10486,32539,10644,7780,19099,4281,32648,11000,7823,19215,4281,8190,0,3.0
23347,23348,230000,2,2,1,30,0,-1,0,-1,0,0,4942,2554,1249,2959,7079,1880,2554,1000,2959,5000,1000,0,0,3.0
23349,23350,400000,2,1,1,33,-1,-1,-1,2,-1,-1,10858,15892,18182,12205,941,6346,16000,2600,24,1000,7053,5000,0,3.0
23353,23354,230000,2,2,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23359,23360,300000,2,3,1,39,2,0,0,2,2,2,36656,37672,40743,41226,40263,42788,1929,4000,1446,0,3179,0,0,3.0
23360,23361,240000,2,3,0,37,-1,-1,-1,-1,0,0,374,1823,1788,6229,15829,20785,1823,1788,6229,10000,10000,5640,0,3.0
23363,23364,400000,2,1,2,35,-2,-2,-2,-2,-2,-2,26930,11187,16593,18569,16947,28590,11187,16596,18572,16947,28590,159259,0,3.0
23364,23365,500000,2,2,1,40,0,0,0,0,0,0,26102,33012,56116,31924,33255,27668,33009,50018,30023,30013,18019,40018,0,3.0
23368,23369,270000,2,4,2,29,1,-1,-1,-1,-2,-1,-9,3265,6125,0,0,29961,3274,6129,0,0,29961,6216,0,3.0
23370,23371,400000,2,2,1,34,0,0,0,0,0,0,45514,42620,28584,40673,38068,24418,4854,5005,14218,1722,1438,3381,0,3.0
23372,23373,430000,2,1,2,30,0,0,0,0,0,0,62774,68284,74806,82241,80298,53289,10284,10806,12241,1606,1119,52319,0,3.0
23378,23379,310000,2,1,1,47,-1,0,0,0,0,0,2257,5202,6495,5781,7754,12315,3000,3000,1000,4000,5000,5000,0,3.0
23382,23383,300000,2,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23385,23386,300000,2,1,2,40,-1,3,2,2,2,2,5130,4903,4679,6596,6344,9067,0,0,2000,0,3000,0,1,3.0
23387,23388,360000,2,3,2,38,-1,-1,-1,-1,0,0,6904,-507,751,15369,7845,6786,0,1502,15369,200,0,0,1,3.0
23388,23389,500000,2,1,2,34,0,0,0,0,0,0,80630,80112,81726,74297,66132,67695,3000,3006,2600,3000,2600,2800,0,3.0
23389,23390,290000,2,2,1,42,0,0,0,0,0,0,19281,21654,20073,25966,22347,12572,6654,1476,10002,447,251,16338,0,3.0
23390,23391,430000,2,1,1,37,-2,-2,-2,-2,-2,-2,1013,0,2320,0,4139,0,0,2320,0,4139,1015,0,1,3.0
23393,23394,280000,2,2,1,43,-2,-2,-2,-2,-2,-2,14633,5600,13397,20004,10571,8430,5600,13397,20004,10571,8430,13561,0,3.0
23394,23395,230000,2,2,2,37,0,0,2,0,0,0,29087,30589,20958,21637,19846,12770,2100,1000,1252,500,1000,1000,0,3.0
23399,23400,240000,2,3,2,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23407,23408,360000,2,2,2,35,1,-2,-1,-1,0,-1,0,0,22190,21416,6854,357,0,22190,21416,1545,357,357,0,3.0
23414,23415,600000,2,2,1,38,1,2,2,2,0,0,51072,49889,39635,35130,33229,32171,0,4000,0,1500,2000,3000,0,3.0
23418,23419,240000,2,2,2,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23421,23422,310000,2,2,1,32,0,0,0,0,0,0,69886,70950,71403,69478,53786,52791,2177,2216,1879,1563,2000,1539,0,3.0
23422,23423,230000,2,3,1,39,1,2,-1,2,-1,0,6499,4791,4858,316,316,316,0,4858,0,632,0,2468,0,3.0
23424,23425,300000,2,1,2,31,-1,-1,-1,-1,-1,0,16612,19099,17865,9215,154926,126482,19099,17865,9243,154975,0,29390,0,3.0
23425,23426,300000,2,2,1,34,-1,-1,-1,-1,-1,-1,37505,57210,36667,34252,25583,28676,57210,36679,34263,25583,28676,37173,0,3.0
23429,23430,500000,2,1,2,28,-2,-2,-2,-2,-2,-1,4428,-31,-31,3963,3418,858,0,0,3994,3435,860,0,0,3.0
23431,23432,360000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23434,23435,350000,2,1,1,36,-2,-2,-2,-2,-2,-2,1133,0,1342,2195,0,37800,0,1342,2195,0,37800,1000,0,3.0
23435,23436,260000,2,2,1,31,-1,-1,-1,-1,-1,-1,2224,1996,1497,-3,2138,900,2007,1501,0,2141,902,197,0,3.0
23437,23438,230000,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,615,0,0,0,0,615,0,0,0,0,0,3.0
23438,23439,650000,2,3,2,39,0,0,-1,-1,-2,-1,5865,0,1904,-61,-261,13050,0,1904,0,0,13311,64731,0,3.0
23439,23440,250000,2,1,2,32,-1,-1,-1,-1,-1,0,10495,2150,46975,10880,8974,36805,2150,46975,10890,8974,30000,65325,0,3.0
23440,23441,700000,2,2,2,34,-2,-2,-2,-2,-2,-2,1878,4343,804,778,1913,200,4354,804,778,1916,200,628,0,3.0
23441,23442,270000,2,1,1,40,-1,-1,-1,0,0,0,9658,8714,6425,10116,15953,19556,8781,6425,6000,8000,6000,6000,0,3.0
23444,23445,410000,2,2,2,33,-2,-2,-2,-2,-2,-2,4720,25488,7022,3321,2745,500,25488,7022,3326,2745,500,1543,0,3.0
23445,23446,520000,2,2,1,47,-2,-2,-2,-2,-2,-2,76762,107039,19046,7359,16336,20040,107124,19058,7387,16475,20040,98205,0,3.0
23447,23448,450000,2,3,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23452,23453,280000,2,2,1,34,-2,-2,-2,-2,-2,-2,9103,6419,11966,5844,8994,14631,6439,12042,5844,4672,14724,4429,0,3.0
23453,23454,230000,2,1,1,36,-1,-1,-1,-1,-1,-1,1240,2078,380,2100,530,2282,2078,380,2100,530,2282,1390,0,3.0
23456,23457,270000,2,1,2,37,-2,-2,-2,-2,-2,-2,7842,6380,16098,1350,558,0,6380,16098,1350,558,0,128934,0,3.0
23459,23460,360000,2,2,1,40,-1,-1,-1,-1,-1,0,4343,725,4268,2085,26896,18455,725,4268,2085,13448,7455,4759,0,3.0
23460,23461,300000,2,1,2,38,0,0,2,-1,-1,-1,15001,12751,2318,3792,11977,29127,2318,0,3792,11977,29127,16600,1,3.0
23461,23462,270000,2,1,1,44,-2,-2,-2,-2,-2,-2,-106,2894,25417,3839,1794,2459,3000,25500,4000,2000,2459,10000,0,3.0
23473,23474,450000,2,1,2,31,-1,-1,-2,-2,-1,0,2609,0,0,0,17855,3430,0,0,0,17855,0,2500,0,3.0
23476,23477,480000,2,1,2,32,-2,-2,-2,-2,-2,-2,11872,38933,23479,52177,54005,53853,40000,23479,52209,54005,54500,42321,0,3.0
23487,23488,240000,2,1,2,33,-2,-2,-2,-2,-2,-2,5000,0,5000,0,254,9366,0,5000,0,254,9366,1150,0,3.0
23488,23489,390000,2,1,2,32,0,0,0,0,0,0,16566,20213,15204,13529,14139,14496,9076,8000,1500,1500,519,7000,0,3.0
23492,23493,230000,2,2,1,32,-1,-1,0,0,0,0,399,1560,1766,2720,3720,0,1560,1046,1000,1000,0,0,0,3.0
23493,23494,320000,2,1,2,32,0,0,0,-1,-1,-1,13720,20219,18087,5639,-41,5613,8015,1140,5639,0,5654,0,0,3.0
23498,23499,230000,2,1,2,33,0,-1,-1,-1,-1,-1,7990,13450,56729,-1310,6734,87161,13450,56729,0,8044,87161,5000,0,3.0
23502,23503,310000,2,2,2,31,0,0,0,2,2,0,86082,78328,78380,77102,66828,58520,3550,6000,2559,45,3033,3000,0,3.0
23506,23507,260000,2,1,2,33,-2,-2,-2,-2,-2,-2,18480,3958,-86,-86,17315,14961,3978,0,0,17401,15036,18207,1,3.0
23511,23512,350000,2,2,2,32,-1,-1,-1,-1,-1,0,10362,42541,10723,1310,7796,5225,42541,10723,1310,7796,0,0,0,3.0
23519,23520,350000,2,1,1,36,-1,-1,-1,2,-1,-1,326,326,652,326,3817,2802,326,652,0,3817,2802,0,0,3.0
23523,23524,380000,2,3,1,46,1,-2,-1,-1,-1,-1,0,0,224,4034,0,2062,0,224,4034,0,2062,0,0,3.0
23527,23528,300000,2,2,2,36,-1,-1,-1,0,0,0,8310,2592,77000,78718,80908,90495,2592,77000,3000,3500,11100,0,0,3.0
23528,23529,450000,2,1,2,36,1,-2,-1,-1,-1,-2,5909,964,613,1797,679,10643,968,615,1834,682,10697,30451,0,3.0
23530,23531,500000,2,2,1,37,0,0,0,0,0,0,58448,60182,67153,64079,64120,61295,5000,10000,5169,2322,5174,0,0,3.0
23533,23534,430000,2,1,1,46,-2,-2,-2,-2,-2,-2,9270,43717,4153,4196,447,0,43717,4153,4196,447,0,3566,0,3.0
23538,23539,250000,2,1,2,36,-2,-2,-2,-1,-1,-1,2200,0,0,124832,7984,1500,0,0,124832,7984,1500,12674,0,3.0
23540,23541,360000,2,2,2,45,-2,-1,2,2,-2,-2,0,2500,2500,0,0,0,2500,0,0,0,0,0,0,3.0
23542,23543,500000,2,2,2,41,-2,-2,-2,-2,-2,-2,6305,5692,1556,2080,4403,3405,6332,1742,2080,4409,3405,0,0,3.0
23546,23547,260000,2,1,1,38,0,0,-1,0,-1,-1,16995,12947,31394,26254,6522,0,3087,33000,2000,6522,0,5320,0,3.0
23553,23554,350000,2,1,1,44,-2,-2,-2,-2,-2,-2,8544,0,0,0,8631,277,0,0,0,8631,277,7545,0,3.0
23554,23555,230000,2,3,2,48,-1,-1,-1,-1,-1,-1,3096,518,4988,3528,3642,14073,518,5003,3528,3642,14073,1485,1,3.0
23558,23559,290000,2,2,2,34,0,0,0,0,0,0,25530,37737,29636,24104,33814,32530,15035,1539,1290,10000,5000,3000,0,3.0
23560,23561,240000,2,1,2,36,-1,-1,-1,-1,-1,-1,330,3152,5400,3799,574,4899,3152,5416,3799,577,4899,1450,0,3.0
23565,23566,320000,2,3,1,33,0,0,0,0,0,2,71047,19161,19829,17692,15648,15255,2000,1300,1600,2500,0,1000,0,3.0
23566,23567,340000,2,1,2,37,-1,0,-1,0,0,0,20624,20651,16308,21065,20581,15936,8641,16400,15000,15000,10000,10000,0,3.0
23567,23568,380000,2,2,1,43,1,-2,-2,-1,-1,-1,0,0,0,2039,0,4481,0,0,2039,0,4481,312,0,3.0
23569,23570,500000,2,1,2,37,-2,-2,-2,-2,-2,-2,747,0,0,989,0,0,0,0,989,0,0,880,0,3.0
23570,23571,500000,2,2,1,49,-2,-2,-2,-2,-2,-2,12871,5177,4199,7507,4696,58292,5177,4199,7507,4696,58292,36000,0,3.0
23571,23572,370000,2,2,1,44,-2,-2,-2,-2,-2,-2,0,1742,0,0,0,0,1742,0,0,0,0,0,0,3.0
23572,23573,360000,2,2,1,40,-2,-2,-2,-2,-2,-2,8736,969,6083,9852,27210,1765,974,6120,9901,27352,1768,2111,0,3.0
23573,23574,300000,2,2,1,39,-2,-2,-2,-2,-2,-2,2022,537,142,656,620,502,537,142,656,620,502,142,0,3.0
23576,23577,280000,2,1,1,39,-2,-2,-2,-2,-2,-2,1397,0,136,0,0,350,0,136,0,0,350,297,0,3.0
23577,23578,230000,2,2,1,44,-2,-2,-2,-2,-1,0,14029,9035,11979,6667,11972,8654,9140,12039,6700,11988,22,8910,0,3.0
23579,23580,230000,2,2,1,40,-1,-1,-1,0,0,0,1215,225,5703,6560,11560,0,525,5703,1000,5000,0,7790,0,3.0
23580,23581,450000,2,2,1,44,-2,-2,-2,-2,-2,-2,8521,15934,7266,8331,8188,10455,16080,7299,8364,8266,10505,7268,0,3.0
23581,23582,240000,2,1,2,34,2,0,0,0,0,0,5488,1788,2840,3750,4750,-10,1700,1090,1000,1000,0,0,1,3.0
23582,23583,300000,2,1,2,41,-1,-1,-2,-2,-2,-2,5770,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23584,23585,230000,2,2,1,37,-1,0,0,0,0,0,1054,2869,5567,2622,5550,7446,2000,3000,2000,3000,2000,3000,1,3.0
23585,23586,230000,2,1,2,41,-1,-1,-1,-1,0,0,12731,6684,10834,28540,56660,46213,7000,15000,29000,30000,0,5000,0,3.0
23586,23587,240000,2,2,1,40,-1,-1,-1,-1,-1,-1,3204,4888,0,1197,46834,0,4888,0,1197,46834,0,5252,1,3.0
23588,23589,360000,2,5,1,39,-1,-1,-1,-1,0,-1,3102,552,31029,7731,1154,799,552,31051,7731,0,799,3238,0,3.0
23591,23592,430000,2,1,2,38,-1,-1,-1,-1,-1,-1,590,590,590,590,590,590,590,590,590,590,590,590,0,3.0
23593,23594,310000,2,1,1,39,-1,-1,-1,-1,0,0,3803,678,3050,9080,4990,4940,681,3072,9100,23,4964,1676,0,3.0
23597,23598,400000,2,2,2,43,-2,-2,-2,-2,-2,-2,15000,18400,15000,492,14926,7626,18400,15000,492,15000,7725,3000,0,3.0
23601,23602,240000,2,2,1,41,-2,-2,-2,-2,-2,-2,5366,-34,6911,611,2631,4583,0,6945,614,2634,4606,6242,0,3.0
23606,23607,300000,2,1,1,42,1,-2,-2,-2,-1,3,-694,-694,0,0,694,394,0,694,0,694,0,0,0,3.0
23611,23612,230000,2,1,2,39,-1,-1,-1,-2,-2,-2,900,1945,0,0,0,0,1945,0,0,0,0,1720,0,3.0
23616,23617,500000,2,1,1,37,-2,-2,-2,-2,-2,-2,6757,9505,12171,11345,28731,67206,9505,12176,11564,29321,67206,8602,0,3.0
23622,23623,300000,2,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23628,23629,230000,2,3,1,38,0,0,0,0,0,0,67810,61602,48294,49242,48831,51125,1980,1823,1771,1896,3232,2026,0,3.0
23631,23632,350000,2,2,1,43,-2,-2,-2,-2,-2,-1,2124,3027,2448,4590,0,430,3048,2460,4616,0,430,430,0,3.0
23634,23635,500000,2,1,1,49,-2,-2,-2,-2,-2,-2,27936,2305,9073,5714,31868,3663,2305,9083,6105,31868,3663,8110,0,3.0
23635,23636,280000,2,2,1,48,2,-1,0,0,0,0,9511,35852,36875,75016,38304,27383,35852,1467,1200,1792,15137,0,1,3.0
23636,23637,450000,2,1,1,39,-2,-2,-2,-2,-2,-2,8494,24178,5307,118852,11489,26518,25128,5318,118877,11489,26518,3575,0,3.0
23638,23639,290000,2,2,1,34,0,0,0,0,-1,0,53437,44037,5441,7371,38832,41955,1274,1200,2033,38832,3900,188423,0,3.0
23642,23643,280000,2,1,2,35,-1,-1,-1,-1,-1,-1,6494,28723,9432,3472,3472,10237,28723,9432,3472,3472,10237,12129,0,3.0
23646,23647,470000,2,2,2,43,-2,-2,-2,-2,-2,-2,5631,404,-3,-3,352,0,404,0,0,355,0,2090,0,3.0
23647,23648,280000,2,1,2,35,0,-1,-1,-1,-1,-1,10089,38936,7444,4858,2309,8925,40000,8069,5005,2400,9000,7678,0,3.0
23651,23652,290000,2,1,2,34,-1,-1,-1,-1,0,-1,1915,6136,0,28642,4098,19024,6151,0,28642,0,19426,0,0,3.0
23655,23656,360000,2,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23666,23667,310000,2,1,1,41,-1,2,-1,-1,-1,0,3640,1094,9445,5202,14589,11673,0,9453,5206,14589,0,16563,0,3.0
23668,23669,230000,2,2,1,39,0,0,-2,-2,-2,-2,24510,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23669,23670,450000,2,1,1,33,-2,-2,-2,-2,-2,-2,3485,2989,2278,4714,768,1069,3004,2289,4737,771,1074,370,0,3.0
23673,23674,500000,2,1,1,49,-2,-1,-1,-1,-1,-1,1088,4007,9933,14557,53328,58052,4031,10021,14576,53850,58332,37616,0,3.0
23675,23676,340000,2,1,1,36,1,-1,-1,-1,-1,-1,0,544,4881,717,3785,10911,544,4881,717,3785,10911,10226,0,3.0
23676,23677,450000,2,1,2,37,0,-1,-1,-1,-1,-1,37070,17596,24965,0,1649,5212,17596,24965,0,1649,5212,535,0,3.0
23681,23682,400000,2,2,1,46,0,0,0,0,0,0,43405,39802,37115,39907,35061,35969,15000,15000,10000,15000,20000,20000,0,3.0
23683,23684,240000,2,1,1,44,-2,-2,-2,-2,-2,-2,2771,4756,3496,4708,1522,2407,4756,3496,4708,1522,2407,1576,0,3.0
23686,23687,360000,2,1,2,54,0,-1,-1,0,0,-1,132387,11590,70460,67357,71713,27399,11606,70579,10022,20000,27399,71429,0,3.0
23688,23689,360000,2,3,1,50,-1,-1,-1,-1,-1,-1,846,1831,2776,0,44110,0,1831,2776,0,44110,0,2103,1,3.0
23690,23691,500000,2,1,1,53,-2,-2,-1,-1,-1,-1,1200,0,3609,4053,0,4487,0,3609,4053,0,4487,638,0,3.0
23700,23701,490000,2,1,1,53,-2,-2,-2,-2,-2,-2,1700,8913,0,400,4186,6205,8913,0,400,4186,6205,2025,0,3.0
23702,23703,340000,2,2,1,57,-1,-1,-1,-1,-1,-1,16729,8942,10301,20793,14817,4614,8942,10321,20793,14817,4614,7005,0,3.0
23707,23708,280000,2,2,1,64,0,0,2,0,0,0,22715,37818,35497,30164,7164,7164,15506,17,3364,0,0,0,0,3.0
23713,23714,270000,2,2,1,65,-1,-1,-1,-1,-1,-1,157,0,2521,5145,8422,6374,0,2521,5184,8422,6374,0,0,3.0
23718,23719,600000,2,1,1,53,-2,-2,-2,-2,-2,-2,84300,27446,0,0,6677,83034,27446,0,0,6677,83034,0,0,3.0
23720,23721,270000,2,3,1,58,-2,-2,-2,-2,-2,-2,936,1188,2078,795,828,1251,1188,2078,795,828,1251,2267,0,3.0
23726,23727,330000,2,3,1,50,-1,-1,-2,-2,-2,-1,2064,0,0,0,0,324,0,0,0,0,324,0,0,3.0
23736,23737,230000,2,1,1,51,-2,-2,-2,-2,-2,-1,0,0,0,0,0,496,0,0,0,0,496,496,1,3.0
23745,23746,360000,2,2,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,207,0,3.0
23752,23753,500000,2,1,1,58,1,-1,0,-1,0,0,-1,33982,37844,9441,12700,19267,35436,37311,9442,5001,10001,95478,1,3.0
23754,23755,300000,2,4,1,54,1,-2,-2,-2,-2,-2,0,0,1702,0,0,0,0,1702,0,0,0,0,0,3.0
23756,23757,300000,2,1,1,59,-1,-1,-1,-1,-1,-1,12982,10114,10195,34010,20854,64741,11138,10217,34039,20854,64741,39441,0,3.0
23760,23761,350000,2,5,1,49,1,-2,-2,-2,-2,-2,0,36011,8978,11925,8574,5417,36011,8978,11975,8574,5417,1828,0,3.0
23762,23763,390000,2,1,1,48,1,-1,-1,-1,-1,-1,0,5660,3730,9526,0,2680,5660,3730,9526,0,2680,200,0,3.0
23773,23774,240000,2,1,1,53,-2,-2,-1,-1,-2,-2,0,0,2007,-40,-40,8091,0,2007,40,0,8131,0,0,3.0
23794,23795,310000,2,3,1,53,-2,-2,-2,-2,-2,-2,1126,2603,-6,1184,7883,193,2635,0,1190,7909,193,3189,0,3.0
23797,23798,240000,2,3,2,49,-1,0,0,0,2,0,1271,4241,7164,10041,9731,13540,3000,3000,3000,0,4000,3000,0,3.0
23798,23799,500000,2,3,2,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1150,0,0,0,0,1150,0,1,3.0
23799,23800,500000,2,2,1,53,-1,-1,-1,-1,-1,0,10789,7855,17481,12021,132906,122256,7919,17512,12021,132906,0,37380,0,3.0
23800,23801,240000,2,1,1,55,-1,0,0,-2,-2,-1,80199,82300,0,0,0,21585,3900,0,0,0,21585,0,0,3.0
23806,23807,530000,2,1,1,54,-2,-2,-2,-2,-2,-2,6458,5598,36532,3288,1415,448,5600,36532,3293,1415,448,1687,0,3.0
23810,23811,240000,2,2,1,50,-2,-2,-2,-2,-2,-2,664,1086,7041,12208,790,2009,1086,7041,12208,1109,2009,1077,0,3.0
23817,23818,500000,2,2,2,50,-1,-1,-1,0,0,0,588,2393,5306,5453,3221,1269,2393,5308,1000,0,0,1557,1,3.0
23818,23819,300000,2,2,1,51,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23819,23820,400000,2,1,1,51,1,-2,-2,-2,-2,-2,-9,1084,3884,0,27703,0,1093,3884,0,27703,0,56677,0,3.0
23828,23829,240000,2,1,1,51,-2,-2,-2,-1,-1,-1,4302,542,3934,6630,6817,7658,546,3953,6646,6865,7673,4208,0,3.0
23830,23831,270000,2,2,1,51,-1,-1,-1,0,-1,-1,7582,10392,11088,6045,750,4003,10392,11586,6013,750,4003,5000,0,3.0
23831,23832,500000,2,1,1,52,-2,-2,-2,-2,-2,-2,9534,9164,9285,20348,10893,9697,9267,9961,20390,10925,9718,13021,0,3.0
23834,23835,280000,2,3,1,53,0,0,0,2,0,0,4866,4405,7322,7043,8932,9654,1200,3000,0,2000,1000,2000,0,3.0
23836,23837,250000,2,1,1,54,-1,-1,-1,-1,0,-1,390,1090,390,2855,390,2950,1090,390,2855,0,2950,0,0,3.0
23839,23840,280000,2,2,1,57,-1,-1,-1,-1,0,-1,7640,9369,12261,12610,3160,9380,9369,12277,12610,0,9380,2098,0,3.0
23842,23843,250000,2,2,1,52,-2,-2,-2,-2,-2,-1,1376,4038,313,316,657,993,4038,313,316,657,993,3039,1,3.0
23847,23848,230000,2,1,2,53,-2,-2,-2,-2,-2,-2,0,742,0,0,596,4870,742,0,0,596,4870,0,0,3.0
23850,23851,300000,2,2,2,57,-1,-1,-1,2,-1,0,2890,390,1380,390,1170,390,390,1380,0,1170,0,0,0,3.0
23851,23852,260000,2,3,1,57,-1,2,-1,2,-1,-1,1148,123,1668,446,123,35722,0,1668,0,490,35722,0,0,3.0
23853,23854,350000,2,1,1,57,-2,-2,-2,-2,-2,-2,7617,2554,44293,66525,7502,15268,2558,44538,67211,7502,15268,228300,0,3.0
23860,23861,360000,1,1,2,29,1,-1,-1,-1,-1,-1,-4316,60054,187734,17328,10658,77898,65000,188000,17384,20000,78000,46677,0,3.0
23861,23862,400000,1,2,1,30,-1,0,0,0,-1,-1,11633,12294,13038,13751,5765,21784,1200,1287,1000,5819,26957,507,0,3.0
23862,23863,300000,1,1,2,30,-1,-1,2,0,0,-1,121,2175,774,2774,2774,14190,3204,0,2000,0,15000,2043,0,3.0
23867,23868,230000,1,2,2,29,-1,-1,0,0,0,0,566,5477,7996,6406,6040,6446,5480,4001,3000,3000,2000,5000,0,3.0
23870,23871,300000,1,2,2,27,0,0,-1,-1,0,-1,1726,-9,1974,17648,36732,1000,2800,1983,17652,36183,1002,0,0,3.0
23871,23872,360000,1,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23879,23880,360000,1,1,2,27,-2,-2,-2,-2,-2,-2,2807,894,5939,1390,-5,-5,898,5970,1396,0,0,0,0,3.0
23880,23881,360000,1,3,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
23884,23885,300000,1,2,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23885,23886,400000,1,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
23886,23887,260000,1,3,2,35,0,0,0,0,0,0,33078,42056,43986,45879,54264,59872,10000,10000,10390,10009,10000,10000,0,3.0
23989,23990,500000,1,3,2,30,-1,0,0,0,-1,-1,1092,5227,5453,5540,6263,1831,4303,1096,1020,6315,1833,9649,0,3.0
